school_number,name,station,mode,ride_min,walk_min,total_min,alight_stop,detail,source_url
410240,国立,国立,bus,,,,,JR中央線国立駅南口4番乗り場より,https://www.metro.ed.jp/kunitachi-h/access/access.html
410240,国立,国立,bus,5,3,8,国立高校前,約5分「国立高校前」下車、徒歩3分,https://www.metro.ed.jp/kunitachi-h/access/access.html
405710,蔵前工科,浅草橋,walk,,10,10,,JR総武線 浅草橋駅 東口 徒歩10分,https://www.metro.ed.jp/kuramaekoka-h/access/access.html
405710,蔵前工科,蔵前,walk,,6,6,,都営浅草線 蔵前駅 A1出口 徒歩6分,https://www.metro.ed.jp/kuramaekoka-h/access/access.html
405710,蔵前工科,浅草橋,walk,,10,10,,JR総武線 浅草橋駅 東口 徒歩10分,https://www.metro.ed.jp/kuramaekoka-he/access/access.html
405710,蔵前工科,蔵前,walk,,6,6,,都営浅草線 蔵前駅 A1出口 徒歩6分,https://www.metro.ed.jp/kuramaekoka-he/access/access.html
409060,久留米西,清瀬,walk,,17,17,,西武池袋線 清瀬駅(南口)より徒歩17分,https://www.metro.ed.jp/kurumenishi-h/access/access.html
409060,久留米西,清瀬,bus,,,,,西武バス（清瀬駅南口より),https://www.metro.ed.jp/kurumenishi-h/access/access.html
409060,久留米西,東久留米,bus,,7,,,武蔵小金井駅行（武13）→東久留米総合高校前下車 徒歩7分,https://www.metro.ed.jp/kurumenishi-h/access/access.html
407210,町田,町田,walk,,13,13,,小田急線「町田」駅より徒歩13分,https://www.metro.ed.jp/machida-h/access/access.html
407720,町田工科,町田,bus,17,6,23,,町田バスセンターから （乗車 約15～17分 徒歩 約1～6分 290円）,https://www.metro.ed.jp/machidakoka-h/access/access.html
407720,町田工科,橋本,walk,,6,6,,橋本駅北口から （乗車 約30分 徒歩 約6分 430円）,https://www.metro.ed.jp/machidakoka-h/access/access.html
407720,町田工科,淵野辺,walk,,6,6,,淵野辺駅北口から （乗車 約10分 徒歩 約6分 260円）,https://www.metro.ed.jp/machidakoka-h/access/access.html
407420,町田総合,町田,bus,15,,15,,JR横浜線 町田駅・小田急線 町田駅よりバス１５分,https://www.metro.ed.jp/machidasogo-h/access/access.html
407420,町田総合,淵野辺,bus,,,,,町田バスセンター２番乗り場 町17 淵野辺駅北口行き ⇒ Ｂ 町田総合高校前下車,https://www.metro.ed.jp/machidasogo-h/access/access.html
407420,町田総合,古淵,walk,,25,25,,JR横浜線 古淵駅より徒歩２５分,https://www.metro.ed.jp/machidasogo-h/access/access.html
407070,松が谷,京王堀之内,walk,,15,15,,京王相模原線 京王堀之内駅下車 徒歩15分,https://www.metro.ed.jp/matsugaya-h/access/access.html
407070,松が谷,松が谷,walk,,15,15,,多摩都市モノレール 松が谷駅下車 徒歩15分,https://www.metro.ed.jp/matsugaya-h/access/access.html
407070,松が谷,多摩センター,walk,,20,20,,京王線、小田急線、多摩都市モノレール 多摩センター駅下車 徒歩 20分,https://www.metro.ed.jp/matsugaya-h/access/access.html
407070,松が谷,多摩センター,bus,,,,,京王相模原線、小田急多摩線、多摩都市モノレール 多摩センター駅9番乗り場より,https://www.metro.ed.jp/matsugaya-h/access/access.html
407070,松が谷,松が谷,bus,5,,5,松が谷高校,（本数少）[多17]系統「松が谷高校循環」に乗車 約5分、「松が谷高校」下車すぐ,https://www.metro.ed.jp/matsugaya-h/access/access.html
407070,松が谷,松が谷,bus,5,5,10,松が谷小学校,[多11]系統「松が谷循環」に乗車 約5分、「松が谷小学校」下車 徒歩5分,https://www.metro.ed.jp/matsugaya-h/access/access.html
407070,松が谷,東中野,bus,,15,,東中野,1番乗り場より[桜80]系統「南大沢駅行き」または[桜88]系統「京王堀之内駅行き」に乗車、「東中野」下車 徒歩15分,https://www.metro.ed.jp/matsugaya-h/access/access.html
401520,美原,平和島,bus,,7,,平和島,京浜急行「平和島」下車 徒歩7分 環状七号線を左手に進み、大森消防署の交差点を右折してすぐ（急行・特急は停車しますが、快特は止まらないのでご注意ください。）,https://www.metro.ed.jp/mihara-h/access/access.html
401520,美原,平和島,bus,,7,,平和島駅,JR大森駅東口より、京浜急行バス等で「平和島駅」下車 徒歩7分（森21・23・24・25・26・27・40・56系統などが利用できます）,https://www.metro.ed.jp/mihara-h/access/access.html
407100,南平,南平,walk,,10,10,,京王線南平駅より徒歩約10分,https://www.metro.ed.jp/minamidaira-h/access/access.html
403420,稔ヶ丘,下井草,walk,,7,7,,西武新宿線「下井草駅」北口から徒歩7分,https://www.metro.ed.jp/minorigaoka-he/access/access.html
403420,稔ヶ丘,富士見台,walk,,15,15,,西武池袋線「富士見台駅」南口から徒歩15分,https://www.metro.ed.jp/minorigaoka-he/access/access.html
401040,三田,田町,walk,,13,13,,JR山手線 京浜東北線「田町」駅下車徒歩13分,https://www.metro.ed.jp/mita-h/access/access.html
401040,三田,赤羽橋,walk,,5,5,,都営大江戸線 「赤羽橋」駅下車徒歩5分,https://www.metro.ed.jp/mita-h/access/access.html
401040,三田,芝公園,walk,,7,7,,都営三田線「芝公園」駅下車徒歩7分,https://www.metro.ed.jp/mita-h/access/access.html
401040,三田,三田,walk,,12,12,,都営浅草線「三田」駅下車徒歩12分,https://www.metro.ed.jp/mita-h/access/access.html
401040,三田,麻布十番,walk,,10,10,,東京メトロ南北線「麻布十番」駅下車徒歩10分,https://www.metro.ed.jp/mita-h/access/access.html
401040,三田,赤羽橋,bus,,5,,赤羽橋,都営バス「赤羽橋」下車徒歩5分,https://www.metro.ed.jp/mita-h/access/access.html
412010,三宅,浜松町,bus,,,,,【島内バス】,https://www.metro.ed.jp/miyake-h/access/access.html
408820,瑞穂農芸,箱根ヶ崎,bus,,20,,,JR八高線「箱根ヶ崎」東口下車 徒歩20分,https://www.metro.ed.jp/mizuhonogei-h/access/access.html
408820,瑞穂農芸,箱根ヶ崎,bus,,15,,瑞穂第一小学校前,「瑞穂町役場入口」or「瑞穂第一小学校前」下車 徒歩15分,https://www.metro.ed.jp/mizuhonogei-h/access/access.html
408820,瑞穂農芸,花小金井,bus,,,,,【都営バス】花小金井駅北口・小平駅・東大和市駅 ←→ 青梅車庫,https://www.metro.ed.jp/mizuhonogei-h/access/access.html
408820,瑞穂農芸,箱根ヶ崎,bus,,20,,箱根ヶ崎,JR八高線「箱根ヶ崎」下車 徒歩約20分,https://www.metro.ed.jp/mizuhonogei-he/access/access.html
408820,瑞穂農芸,箱根ヶ崎,bus,,,,,【バス利用】,https://www.metro.ed.jp/mizuhonogei-he/access/access.html
408820,瑞穂農芸,箱根ヶ崎,bus,,15,,瑞穂第一小学校前,「瑞穂町役場入口」「瑞穂第一小学校前」 バス停下車 徒歩約15分,https://www.metro.ed.jp/mizuhonogei-he/access/access.html
408820,瑞穂農芸,花小金井,bus,,,,,都営バス（ 梅70） 花小金井駅北口・小平駅・東大和市駅⇔青梅車庫,https://www.metro.ed.jp/mizuhonogei-he/access/access.html
408820,瑞穂農芸,立川,bus,,,,,立川バス（ 立10） 立川駅北口⇔瑞穂町営業所,https://www.metro.ed.jp/mizuhonogei-he/access/access.html
406290,紅葉川,西葛西,walk,,19,19,,徒歩19分,https://www.metro.ed.jp/momijigawa-h/access/access.html
406290,紅葉川,西葛西,bus,16,,16,,バス16分,https://www.metro.ed.jp/momijigawa-h/access/access.html
406290,紅葉川,葛西臨海公園,walk,,19,19,,徒歩19分,https://www.metro.ed.jp/momijigawa-h/access/access.html
404020,向丘,白山,walk,,7,7,,都営三田線「白山駅」から徒歩7分,https://www.metro.ed.jp/mukogaoka-h/access/access.html
404020,向丘,本駒込,walk,,5,5,,東京メトロ南北線「本駒込駅」から徒歩5分,https://www.metro.ed.jp/mukogaoka-h/access/access.html
404020,向丘,千駄木,walk,,12,12,,東京メトロ千代田線「千駄木駅」から徒歩12分,https://www.metro.ed.jp/mukogaoka-h/access/access.html
404020,向丘,千駄木,bus,,,,,都バス,https://www.metro.ed.jp/mukogaoka-h/access/access.html
404020,向丘,東京,bus,,2,,向丘二丁目,「向丘一丁目」「向丘二丁目」バス停より徒歩2分,https://www.metro.ed.jp/mukogaoka-h/access/access.html
404020,向丘,池袋,bus,,3,,白山上,「白山上」バス停より徒歩3分,https://www.metro.ed.jp/mukogaoka-h/access/access.html
403030,武蔵丘,富士見台,walk,,10,10,,「富士見台」駅 徒歩10分,https://www.metro.ed.jp/musashigaoka-h/access/access.html
403030,武蔵丘,鷺ノ宮,walk,,12,12,,「鷺ノ宮」駅 徒歩12分,https://www.metro.ed.jp/musashigaoka-h/access/access.html
403030,武蔵丘,鷺ノ宮,bus,,8,,,「阿佐ヶ谷」経由→北口 関東バス＜中村橋行＞→「鷺宮4丁目」徒歩8分,https://www.metro.ed.jp/musashigaoka-h/access/access.html
403030,武蔵丘,中村橋,bus,,8,,,「荻窪」経由→北口 関東バス＜中村橋・練馬駅行＞→「鷺宮4丁目」徒歩8分,https://www.metro.ed.jp/musashigaoka-h/access/access.html
408070,武蔵村山,昭島,bus,,,,,JR青梅線昭島駅北口から（立川バス）,https://www.metro.ed.jp/musashimurayama-h/access/access.html
408070,武蔵村山,昭島,bus,25,5,30,武蔵村山高校南,約25分乗車「武蔵村山高校南」下車 徒歩約5分,https://www.metro.ed.jp/musashimurayama-h/access/access.html
408070,武蔵村山,西武立川,bus,,,,,西武拝島線 西武立川駅入口から、西武立川駅西から（立川バス）,https://www.metro.ed.jp/musashimurayama-h/access/access.html
408070,武蔵村山,西武立川,bus,15,5,20,武蔵村山高校南,約15分乗車「武蔵村山高校南」下車 徒歩約5分,https://www.metro.ed.jp/musashimurayama-h/access/access.html
408070,武蔵村山,箱根ヶ崎,bus,,,,,JR八高線箱根ヶ崎駅から（立川バス）,https://www.metro.ed.jp/musashimurayama-h/access/access.html
408070,武蔵村山,昭島,bus,15,8,23,新道,約15分乗車「新道」下車 徒歩約8分,https://www.metro.ed.jp/musashimurayama-h/access/access.html
408070,武蔵村山,東大和市,bus,,,,,西武拝島線東大和市駅前から（都営バス）,https://www.metro.ed.jp/musashimurayama-h/access/access.html
408070,武蔵村山,東大和市,bus,30,8,38,三ツ木薬師前,約30分乗車「三ツ木薬師前」下車 徒歩約8分,https://www.metro.ed.jp/musashimurayama-h/access/access.html
408070,武蔵村山,青梅,bus,,,,,JR青梅駅から（都営バス）,https://www.metro.ed.jp/musashimurayama-h/access/access.html
408070,武蔵村山,青梅,bus,40,8,48,新道,約40分乗車「新道」下車 徒歩約8分,https://www.metro.ed.jp/musashimurayama-h/access/access.html
409020,武蔵野北,三鷹,bus,12,,12,,三鷹駅(北口)からバスで12分 [鷹13/鷹21/鷹22/鷹25],https://www.metro.ed.jp/musashinokita-h/access/access.html
409020,武蔵野北,吉祥寺,bus,15,,15,,吉祥寺駅(北口)からバス15分 [吉52/吉53],https://www.metro.ed.jp/musashinokita-h/access/access.html
409020,武蔵野北,吉祥寺,bus,,,,武蔵野北高校,「武蔵野北高校」下車,https://www.metro.ed.jp/musashinokita-h/access/access.html
409020,武蔵野北,西武柳沢,walk,,15,15,,西武柳沢駅(南口)から徒歩15分,https://www.metro.ed.jp/musashinokita-h/access/access.html
409020,武蔵野北,西武柳沢,bus,5,,5,,西武柳沢駅(南口)からバス5分 [鷹13/吉53],https://www.metro.ed.jp/musashinokita-h/access/access.html
409020,武蔵野北,西武柳沢,bus,,,,武蔵野北高校,「武蔵野北高校」下車,https://www.metro.ed.jp/musashinokita-h/access/access.html
409020,武蔵野北,保谷,bus,15,,15,,保谷駅(南口)からバス15分,https://www.metro.ed.jp/musashinokita-h/access/access.html
409020,武蔵野北,保谷,bus,,,,武蔵野北高校,「武蔵野北高校」下車,https://www.metro.ed.jp/musashinokita-h/access/access.html
410250,永山,聖蹟桜ヶ丘,bus,20,,20,永山高校,京王線聖蹟桜ヶ丘駅11番から永山5丁目行、京王多摩車庫行、鶴川行のいずれかで「永山高校」下車（所要時間約20分）。,https://www.metro.ed.jp/nagayama-h/access/access.html
410250,永山,聖蹟桜ヶ丘,bus,,3,,,降りたらバスの進行と逆方向に徒歩約3分。,https://www.metro.ed.jp/nagayama-h/access/access.html
410250,永山,聖蹟桜ヶ丘,bus,5,,5,永山駅,「永山駅」から永山5丁目行、京王多摩車庫行、鶴川行のいずれかで「永山高校」下車（所要時間約5分）。,https://www.metro.ed.jp/nagayama-h/access/access.html
403710,中野工科,野方,bus,,,,野方駅,本校へ来校される際は、西武新宿線「野方駅」から徒歩（７分）で来られるか、バスにて最寄りのバス停までお越しください,https://www.metro.ed.jp/nakanokoka-h/access/access.html
403710,中野工科,野方,walk,,7,7,,本校へ来校される際は、西武新宿線「野方駅」から徒歩（７分）で来られるか、バスにて最寄りのバス停までお越しください,https://www.metro.ed.jp/nakanokoka-h/access/access.html
403710,中野工科,高円寺,bus,,4,,,JR中央線高円寺駅北口から関東バス 赤羽駅・練馬駅行きにて野方駅入口下車 徒歩4分,https://www.metro.ed.jp/nakanokoka-h/access/access.html
403710,中野工科,中野,bus,,5,,,JR中央線中野駅北口から関東バス 野方行にて終点下車 徒歩5分,https://www.metro.ed.jp/nakanokoka-h/access/access.html
403710,中野工科,練馬,bus,,4,,,西武池袋線練馬駅から関東バス 高円寺行にて野方駅入口下車 徒歩4分,https://www.metro.ed.jp/nakanokoka-h/access/access.html
403710,中野工科,赤羽,bus,,4,,,JR京浜東北線赤羽駅から関東バス（国際興行）高円寺行にて野方駅入口（野方駅南口）下車 徒歩4分,https://www.metro.ed.jp/nakanokoka-h/access/access.html
403710,中野工科,野方,walk,,7,7,,西武新宿線野方駅より徒歩7分,https://www.metro.ed.jp/nakanokoka-he/access/access.html
403710,中野工科,高円寺,bus,,4,,,JR中央線高円寺駅北口から関東バス 赤羽駅・練馬駅行きにて野方駅入口下車 徒歩4分,https://www.metro.ed.jp/nakanokoka-he/access/access.html
403710,中野工科,中野,bus,,5,,,JR中央線中野駅北口から関東バス 野方行にて終点下車 徒歩5分,https://www.metro.ed.jp/nakanokoka-he/access/access.html
403710,中野工科,練馬,bus,,4,,,西武池袋線練馬駅から関東バス 高円寺行にて野方駅入口下車 徒歩4分,https://www.metro.ed.jp/nakanokoka-he/access/access.html
403710,中野工科,赤羽,bus,,4,,,JR京浜東北線赤羽駅から関東バス（国際興行）高円寺行にて野方駅入口（野方駅南口）下車 徒歩4分,https://www.metro.ed.jp/nakanokoka-he/access/access.html
407240,成瀬,成瀬,bus,,10,,成瀬駅,ＪＲ横浜線「成瀬駅」下車、徒歩10分,https://www.metro.ed.jp/naruse-h/access/access.html
407240,成瀬,成瀬,bus,,1,,成瀬高校入口,北口バス乗り場①番（神奈中バス）「成瀬高校入口」下車 徒歩1分,https://www.metro.ed.jp/naruse-h/access/access.html
403240,練馬,練馬春日町,walk,,12,12,,都営地下鉄大江戸線「練馬春日町駅」（A2出口）より徒歩12分,https://www.metro.ed.jp/nerima-h/access/access.html
403240,練馬,平和台,walk,,17,17,,東京メトロ有楽町線・副都心線「平和台駅」（北口）より徒歩17分,https://www.metro.ed.jp/nerima-h/access/access.html
403240,練馬,平和台,bus,,,,,●バスでのアクセス,https://www.metro.ed.jp/nerima-h/access/access.html
403240,練馬,平和台,bus,,,,平和台駅,東京メトロ有楽町線・副都心線「平和台駅」より国際興業バス,https://www.metro.ed.jp/nerima-h/access/access.html
403240,練馬,光が丘,bus,,3,,田柄中学校,光が丘駅行・日大練馬光が丘病院行で「田柄中学校」下車徒歩3分,https://www.metro.ed.jp/nerima-h/access/access.html
403240,練馬,下赤塚,bus,,,,下赤塚駅,東武東上線「下赤塚駅」より西武バス,https://www.metro.ed.jp/nerima-h/access/access.html
403240,練馬,練馬,bus,,5,,練馬高校,練馬駅行で「練馬高校」下車徒歩5分,https://www.metro.ed.jp/nerima-h/access/access.html
403240,練馬,豊島園,bus,,,,豊島園駅,西武池袋線「練馬駅」または「豊島園駅」より西武バス,https://www.metro.ed.jp/nerima-h/access/access.html
403240,練馬,成増,bus,,5,,練馬高校,成増駅南口行で「練馬高校」下車徒歩5分,https://www.metro.ed.jp/nerima-h/access/access.html
403730,練馬工科,平和台,walk,,5,5,,有楽町線・副都心線 平和台駅 徒歩5分,https://www.metro.ed.jp/nerimakoka-h/access/access.html
403730,練馬工科,練馬春日町,walk,,15,15,,大江戸線 練馬春日町駅より徒歩15分,https://www.metro.ed.jp/nerimakoka-h/access/access.html
403730,練馬工科,豊島園,walk,,20,20,,西武線 豊島園駅より徒歩20分,https://www.metro.ed.jp/nerimakoka-h/access/access.html
406070,日本橋,曳舟,walk,,5,5,,京成押上線曳舟駅下車 徒歩５分,https://www.metro.ed.jp/nihonbashi-h/access/access.html
406070,日本橋,亀戸,bus,15,,15,,都バス ＪＲ亀戸駅６番バス乗り場より（里２２）日暮里駅行き約１５分,https://www.metro.ed.jp/nihonbashi-h/access/access.html
406070,日本橋,亀戸,bus,,3,,明治通り,「明治通り」下車徒歩３分,https://www.metro.ed.jp/nihonbashi-h/access/access.html
403050,西,久我山,walk,,10,10,,京王井の頭線「久我山」駅下車 徒歩10分,https://www.metro.ed.jp/nishi-h/access/access.html
403050,西,荻窪,bus,,3,,宮前4丁目,JR中央線「荻窪」駅より関東バス宮前3丁目行き「宮前4丁目」下車 徒歩3分,https://www.metro.ed.jp/nishi-h/access/access.html
403050,西,西荻窪,bus,,,,西高校西門前,JR中央線「西荻窪」駅より南北バスすぎ丸「久我山駅」行き「西高校西門前」下車すぐ,https://www.metro.ed.jp/nishi-h/access/access.html
403810,農芸,西荻窪,walk,,20,20,,JR中央線「西荻窪」から徒歩20分,https://www.metro.ed.jp/nogei-h/access/access.html
403810,農芸,西荻窪,bus,,,,西荻窪,JR中央線「西荻窪」から関東バス[系統西50] 「井荻」行 農芸高校前下車目の前,https://www.metro.ed.jp/nogei-h/access/access.html
403810,農芸,西荻窪,bus,,3,,荻窪,JR中央線「荻窪」から西武バス[系統荻14]「石神井公園」行 農芸高校下車徒歩3分,https://www.metro.ed.jp/nogei-h/access/access.html
403810,農芸,上井草,walk,,10,10,,西武新宿線「上井草」から徒歩10分,https://www.metro.ed.jp/nogei-h/access/access.html
403810,農芸,石神井公園,bus,,3,,石神井公園,西武池袋線「石神井公園」から西武バス「荻窪」行 農芸高校下車徒歩3分,https://www.metro.ed.jp/nogei-h/access/access.html
403810,農芸,西荻窪,walk,,20,20,,JR中央線「西荻窪」から徒歩20分,https://www.metro.ed.jp/nogei-he/access/access.html
403810,農芸,西荻窪,bus,,,,西荻窪,JR中央線「西荻窪」から関東バス[系統西50] 「井荻」行 農芸高校前下車目の前,https://www.metro.ed.jp/nogei-he/access/access.html
403810,農芸,西荻窪,bus,,3,,荻窪,JR中央線「荻窪」から西武バス[系統荻14]「石神井公園」行 農芸高校下車徒歩3分,https://www.metro.ed.jp/nogei-he/access/access.html
403810,農芸,上井草,walk,,10,10,,西武新宿線「上井草」から徒歩10分,https://www.metro.ed.jp/nogei-he/access/access.html
403810,農芸,石神井公園,bus,,3,,石神井公園,西武池袋線「石神井公園」から西武バス「荻窪」行 農芸高校下車徒歩3分,https://www.metro.ed.jp/nogei-he/access/access.html
410810,農業,府中,walk,,5,5,,京王線府中駅下車、徒歩5分,https://www.metro.ed.jp/nogyo-h/access/access.html
410810,農業,国分寺,bus,20,1,21,農業高校前,京王バスJR中央線 国分寺駅南口より（寺91）府中駅行き約20分「農業高校前」下車、徒歩1分,https://www.metro.ed.jp/nogyo-h/access/access.html
410810,農業,北府中,walk,,12,12,,JR武蔵野線 北府中駅下車、徒歩12分,https://www.metro.ed.jp/nogyo-h/access/access.html
410810,農業,府中本町,walk,,15,15,,JR武蔵野線・JR南武線 府中本町駅下車、徒歩15分,https://www.metro.ed.jp/nogyo-h/access/access.html
410810,農業,府中,walk,,5,5,,京王線府中駅下車、徒歩5分,https://www.metro.ed.jp/nogyo-he/access/access.html
410810,農業,国分寺,bus,20,1,21,農業高校前,京王バスJR中央線 国分寺駅南口より（寺91）府中駅行き約20分「農業高校前」下車、徒歩1分,https://www.metro.ed.jp/nogyo-he/access/access.html
410810,農業,北府中,walk,,12,12,,JR武蔵野線 北府中駅下車、徒歩12分,https://www.metro.ed.jp/nogyo-he/access/access.html
410810,農業,府中本町,walk,,15,15,,JR武蔵野線・JR南武線 府中本町駅下車、徒歩15分,https://www.metro.ed.jp/nogyo-he/access/access.html
406810,農産,亀有,walk,,15,15,,JR常磐線各駅停車（東京メトロ千代田線との直通運転）亀有駅下車 南口より徒歩15分,https://www.metro.ed.jp/nosan-h/access/access.html
406810,農産,亀有,bus,30,,30,上千葉砂原公園,亀有駅南口から、京成タウンバス（有57系統）ご利用の場合は、「上千葉砂原公園」下車 運行は30分に1本程度ですのでご注意ください。亀有駅発時刻表（別ウインドウが開きます）,https://www.metro.ed.jp/nosan-h/access/access.html
406810,農産,お花茶屋,bus,,20,,,京成本線お花茶屋駅（各駅停車のみ停車）下車 北口より徒歩20分,https://www.metro.ed.jp/nosan-h/access/access.html
406810,農産,お花茶屋,bus,30,,30,上千葉砂原公園,お花茶屋駅北口から、京成タウンバス（有57系統）ご利用の場合は、「上千葉砂原公園」下車。運行は30分に1本程度です。（別ウインドウが開きます）,https://www.metro.ed.jp/nosan-h/access/access.html
406810,農産,亀有,walk,,15,15,,JR常磐線各駅停車（東京メトロ千代田線との直通運転）亀有駅下車 南口より徒歩15分,https://www.metro.ed.jp/nosan-he/access/access.html
406810,農産,亀有,bus,30,,30,上千葉砂原公園,亀有駅南口から、京成タウンバス（有57系統）ご利用の場合は、「上千葉砂原公園」下車 運行は30分に1本程度ですのでご注意ください。,https://www.metro.ed.jp/nosan-he/access/access.html
406810,農産,お花茶屋,bus,,20,,,京成本線お花茶屋駅（各駅停車のみ停車）下車 北口より徒歩20分,https://www.metro.ed.jp/nosan-he/access/access.html
406810,農産,お花茶屋,bus,30,,30,上千葉砂原公園,お花茶屋駅北口から、京成タウンバス（有57系統）ご利用の場合は、「上千葉砂原公園」下車。運行は30分に1本程度ですのでご注意ください。,https://www.metro.ed.jp/nosan-he/access/access.html
407230,野津田,町田,bus,,,,町田駅,JR横浜線・小田急「町田駅」よりバス,https://www.metro.ed.jp/nozuta-h/access/access.html
407230,野津田,町田,bus,,,,,町田駅14番のりば,https://www.metro.ed.jp/nozuta-h/access/access.html
407230,野津田,鶴川,bus,,,,鶴川駅,小田急線「鶴川駅」よりバス,https://www.metro.ed.jp/nozuta-h/access/access.html
407230,野津田,鶴川,bus,,10,,,（鶴33・鶴66）野津田車庫行（本町田経由）→野津田車庫下車 徒歩10分,https://www.metro.ed.jp/nozuta-h/access/access.html
407230,野津田,淵野辺,bus,,,,淵野辺駅,JR横浜線「淵野辺駅」よりバス,https://www.metro.ed.jp/nozuta-h/access/access.html
407230,野津田,淵野辺,bus,,10,,,（淵23）野津田車庫行→神学校下車 徒歩10分,https://www.metro.ed.jp/nozuta-h/access/access.html
407230,野津田,多摩センター,bus,,,,多摩センター駅,京王線・小田急線・多摩都市モノレール「多摩センター駅」よりバス,https://www.metro.ed.jp/nozuta-h/access/access.html
407230,野津田,多摩センター,bus,,15,,,（鶴32）鶴川駅行（小野路・青木葉公園経）→小野神社前下車 徒歩15分,https://www.metro.ed.jp/nozuta-h/access/access.html
406410,大江戸,東陽町,bus,15,,15,,都営新宿線住吉駅出口A3→住吉駅前（東22系統 東陽町駅前行または東京駅丸の内北口行 都営バス）→千田（都営バス）→大江戸高校およそ15分,https://www.metro.ed.jp/oedo-he/access/access.html
406410,大江戸,錦糸町,bus,15,,15,,東京メトロ東陽町出口1→東陽町駅前（東22系統 錦糸町駅前行 都営バス）→千田（都営バス）→大江戸高校およそ15分,https://www.metro.ed.jp/oedo-he/access/access.html
403040,荻窪,荻窪,bus,,,,,バス…関東バスでは主に以下の乗り場から荻窪駅に行けます,https://www.metro.ed.jp/ogikubo-he/access/access.html
403040,荻窪,練馬高野台,bus,,,,,荻11・14（石神井公園駅）、荻12（井荻駅入口）、荻15（長久保・大泉学園南口、阿佐ヶ谷駅行途中下車）、荻17（練馬高野台駅）,https://www.metro.ed.jp/ogikubo-he/access/access.html
404250,大山,小竹向原,walk,,15,15,,東京メトロ有楽町線・西武有楽町線 小竹向原駅徒歩15分,https://www.metro.ed.jp/ohyama-he/access/access.html
404250,大山,氷川台,walk,,15,15,,東京メトロ有楽町線・副都心線 氷川台駅徒歩15分,https://www.metro.ed.jp/ohyama-he/access/access.html
404250,大山,上板橋,walk,,15,15,,東武東上線上板橋駅徒歩15分,https://www.metro.ed.jp/ohyama-he/access/access.html
408420,青梅総合,東青梅,walk,,3,3,,JR青梅線 東青梅駅から徒歩3分,https://www.metro.ed.jp/ome-sogo-he/access/access.html
408420,青梅総合,東青梅,walk,,3,3,,JR東青梅駅南口から徒歩3分（約200m）,https://www.metro.ed.jp/omesogo-h/access/access.html
401250,大森,池上,walk,,8,8,,東急池上線 池上駅より徒歩8分,https://www.metro.ed.jp/omori-h/access/access.html
401250,大森,蒲田,walk,,18,18,,東急池上線・JR京浜東北線 蒲田駅より徒歩18分,https://www.metro.ed.jp/omori-h/access/access.html
401250,大森,大森,bus,,,,,東急バス JR大森駅西口より,https://www.metro.ed.jp/omori-h/access/access.html
401210,大崎,戸越公園,walk,,4,4,,東急大井町線戸越公園駅より徒歩4分,https://www.metro.ed.jp/osaki-h/access/access.html
401210,大崎,戸越,walk,,12,12,,都営地下鉄浅草線 戸越駅より徒歩12分,https://www.metro.ed.jp/osaki-h/access/access.html
401210,大崎,荏原中延,walk,,12,12,,池上線荏原中延駅より徒歩12分,https://www.metro.ed.jp/osaki-h/access/access.html
401210,大崎,荏原中延,bus,,7,,,東急バス戸越3丁目より徒歩7分,https://www.metro.ed.jp/osaki-h/access/access.html
401210,大崎,戸越銀座,walk,,12,12,,本校から徒歩12分の「戸越銀座商店街」は、全国各地にある「銀座」の名がつく商店街のなかで最初にできたもので、いつも非常ににぎわっています。,https://www.metro.ed.jp/osaki-h/access/access.html
401210,大崎,戸越公園,walk,,4,4,,大井町線 戸越公園駅より 徒歩4分,https://www.metro.ed.jp/osaki-he/access/access.html
401210,大崎,戸越,walk,,12,12,,都営地下鉄浅草線 戸越駅より 徒歩12分,https://www.metro.ed.jp/osaki-he/access/access.html
401210,大崎,荏原中延,walk,,12,12,,池上線 荏原中延駅より 徒歩12分,https://www.metro.ed.jp/osaki-he/access/access.html
401210,大崎,荏原中延,bus,,7,,,東急バス 戸越3丁目より 徒歩7分,https://www.metro.ed.jp/osaki-he/access/access.html
401620,大田桜台,西馬込,walk,,10,10,,都営浅草線「西馬込」駅西口より徒歩10分,https://www.metro.ed.jp/otasakuradai-h/access/access.html
401620,大田桜台,西馬込,bus,,7,,稲荷坂,東急バス07系統「稲荷坂」より徒歩7分,https://www.metro.ed.jp/otasakuradai-h/access/access.html
401620,大田桜台,西馬込,bus,,10,,立正大学付属立正中高前,東急バス反01系統「立正大学付属立正中高前」より徒歩10分,https://www.metro.ed.jp/otasakuradai-h/access/access.html
404420,王子総合,西巣鴨,walk,,6,6,,都営三田線西巣鴨駅から徒歩6分,https://www.metro.ed.jp/oujisogo-h/access/access.html
404420,王子総合,王子,walk,,13,13,,東京メトロ南北線・JR京浜東北線王子駅北口から徒歩13分,https://www.metro.ed.jp/oujisogo-h/access/access.html
404420,王子総合,板橋,walk,,14,14,,JR埼京線板橋駅東口から徒歩14分,https://www.metro.ed.jp/oujisogo-h/access/access.html
404420,王子総合,池袋,bus,15,1,16,,JR山手線池袋駅東口からバス15分徒歩1分,https://www.metro.ed.jp/oujisogo-h/access/access.html
402530,芦花,千歳烏山,walk,,13,13,,京王線 千歳烏山駅下車 徒歩約13分,https://www.metro.ed.jp/roka-h/access/access.html
