school_number,name,slug,access_text,source_url
403050,西,nishi-h,"路線案内
京王井の頭線「久我山」駅下車 徒歩10分
JR中央線「荻窪」駅より関東バス宮前3丁目行き「宮前4丁目」下車 徒歩3分
JR中央線「西荻窪」駅より南北バスすぎ丸「久我山駅」行き「西高校西門前」下車すぐ",https://www.metro.ed.jp/nishi-h/access/access.html
403810,農芸,nogei-h,"路線案内
JR中央線「西荻窪」から徒歩20分
JR中央線「西荻窪」から関東バス[系統西50] 「井荻」行 農芸高校前下車目の前
JR中央線「荻窪」から西武バス[系統荻14]「石神井公園」行 農芸高校下車徒歩3分
西武新宿線「上井草」から徒歩10分
西武池袋線「石神井公園」から西武バス「荻窪」行 農芸高校下車徒歩3分",https://www.metro.ed.jp/nogei-h/access/access.html
403810,農芸,nogei-he,"路線案内
JR中央線「西荻窪」から徒歩20分
JR中央線「西荻窪」から関東バス[系統西50] 「井荻」行 農芸高校前下車目の前
JR中央線「荻窪」から西武バス[系統荻14]「石神井公園」行 農芸高校下車徒歩3分
西武新宿線「上井草」から徒歩10分
西武池袋線「石神井公園」から西武バス「荻窪」行 農芸高校下車徒歩3分",https://www.metro.ed.jp/nogei-he/access/access.html
410810,農業,nogyo-h,"路線案内
京王線府中駅下車、徒歩5分
京王バスJR中央線 国分寺駅南口より（寺91）府中駅行き約20分「農業高校前」下車、徒歩1分
JR武蔵野線 北府中駅下車、徒歩12分
JR武蔵野線・JR南武線 府中本町駅下車、徒歩15分",https://www.metro.ed.jp/nogyo-h/access/access.html
410810,農業,nogyo-he,"路線案内
京王線府中駅下車、徒歩5分
京王バスJR中央線 国分寺駅南口より（寺91）府中駅行き約20分「農業高校前」下車、徒歩1分
JR武蔵野線 北府中駅下車、徒歩12分
JR武蔵野線・JR南武線 府中本町駅下車、徒歩15分",https://www.metro.ed.jp/nogyo-he/access/access.html
406810,農産,nosan-h,"路線案内
JR常磐線各駅停車（東京メトロ千代田線との直通運転）亀有駅下車 南口より徒歩15分
JR東日本 亀有駅時刻表（別ウインドウが開きます）
亀有駅南口から、京成タウンバス（有57系統）ご利用の場合は、「上千葉砂原公園」下車 運行は30分に1本程度ですのでご注意ください。亀有駅発時刻表（別ウインドウが開きます）
京成本線お花茶屋駅（各駅停車のみ停車）下車 北口より徒歩20分
京成電鉄 各駅の時刻表検索（別ウインドウが開きます）
お花茶屋駅北口から、京成タウンバス（有57系統）ご利用の場合は、「上千葉砂原公園」下車。運行は30分に1本程度です。（別ウインドウが開きます）",https://www.metro.ed.jp/nosan-h/access/access.html
406810,農産,nosan-he,"路線案内
JR常磐線各駅停車（東京メトロ千代田線との直通運転）亀有駅下車 南口より徒歩15分
亀有駅南口から、京成タウンバス（有57系統）ご利用の場合は、「上千葉砂原公園」下車 運行は30分に1本程度ですのでご注意ください。
京成本線お花茶屋駅（各駅停車のみ停車）下車 北口より徒歩20分
お花茶屋駅北口から、京成タウンバス（有57系統）ご利用の場合は、「上千葉砂原公園」下車。運行は30分に1本程度ですのでご注意ください。",https://www.metro.ed.jp/nosan-he/access/access.html
407230,野津田,nozuta-h,"路線案内
JR横浜線・小田急「町田駅」よりバス
町田駅14番のりば
（町45）都立野津田高校行→都立野津田高校下車
（町26）野津田車庫行（図師経由）→神学校下車 徒歩10分
町田駅21番のりば
（町55）野津田車庫行（本町田経由）→野津田車庫下車 徒歩10分
小田急線「鶴川駅」よりバス
（鶴33・鶴66）野津田車庫行（本町田経由）→野津田車庫下車 徒歩10分
JR横浜線「淵野辺駅」よりバス
（淵23）野津田車庫行→神学校下車 徒歩10分
（鶴37）鶴川駅行（野津田車庫経由）→神学校下車 徒歩10分
京王線・小田急線・多摩都市モノレール「多摩センター駅」よりバス
（鶴32）鶴川駅行（小野路・青木葉公園経）→小野神社前下車 徒歩15分",https://www.metro.ed.jp/nozuta-h/access/access.html
405420,小台橋,odaibashi-he,路線案内,https://www.metro.ed.jp/odaibashi-he/access/access.html
406410,大江戸,oedo-he,"路線案内
都営新宿線住吉駅出口A3→住吉駅前（東22系統 東陽町駅前行または東京駅丸の内北口行 都営バス）→千田（都営バス）→大江戸高校およそ15分
東京メトロ東陽町出口1→東陽町駅前（東22系統 錦糸町駅前行 都営バス）→千田（都営バス）→大江戸高校およそ15分
JR総武線錦糸町駅南口→錦糸町駅前バスターミナル（東22系統 東陽町駅前行または東京駅丸の内北口行 都営バス）→千田（都営バス）→大江戸高校およそ20分
＜注意＞地下鉄８号線延伸工事に伴うバス停の一時移設について
2026年5月9日(土)始発 から都営バス停「千田」の位置が変更となります。",https://www.metro.ed.jp/oedo-he/access/access.html
407250,小川,ogawa-h,路線案内,https://www.metro.ed.jp/ogawa-h/access/access.html
403040,荻窪,ogikubo-he,"電車…JR中央線・総武線、東京メトロ東西線・丸ノ内線で荻窪駅に行けます
バス…関東バスでは主に以下の乗り場から荻窪駅に行けます
荻04（阿佐谷営業所）、荻05（白鷺一丁目）、荻06（中村橋駅）、荻07（練馬駅）、荻10（下井草駅）、荻30（青梅街道営業所）、荻31（プロムナード荻窪）、荻32（武蔵関駅）、荻34（北裏）、荻35（武蔵野大学）、荻36（南善福寺）、荻40（西荻南）、荻51（シャレール荻窪）、荻53（五日市街道営業所）、荻54（芦花公園駅）、荻56（日本年金機構入口）、荻58（北野）
また、西武バスでは主に以下の乗り場から荻窪駅に行けます
荻11・14（石神井公園駅）、荻12（井荻駅入口）、荻15（長久保・大泉学園南口、阿佐ヶ谷駅行途中下車）、荻17（練馬高野台駅）
※各路線で時刻表が異なります、ご利用の際は十分に確認をお願い致します",https://www.metro.ed.jp/ogikubo-he/access/access.html
404250,大山,ohyama-he,"路線案内
東京メトロ有楽町線・西武有楽町線 小竹向原駅徒歩15分
東京メトロ有楽町線・副都心線 氷川台駅徒歩15分
東武東上線上板橋駅徒歩15分",https://www.metro.ed.jp/ohyama-he/access/access.html
408420,青梅総合,ome-sogo-he,"路線案内
JR青梅線 東青梅駅から徒歩3分",https://www.metro.ed.jp/ome-sogo-he/access/access.html
408420,青梅総合,omesogo-h,"路線案内
JR東青梅駅南口から徒歩3分（約200m）",https://www.metro.ed.jp/omesogo-h/access/access.html
401250,大森,omori-h,"路線案内
東急池上線 池上駅より徒歩8分
東急池上線・JR京浜東北線 蒲田駅より徒歩18分
バス
東急バス JR大森駅西口より
1番のりば 蒲田駅行、または池上駅行
3番のりば 上池上循環にて堤方橋下車、徒歩3分",https://www.metro.ed.jp/omori-h/access/access.html
401210,大崎,osaki-h,"路線案内
東急大井町線戸越公園駅より徒歩4分
都営地下鉄浅草線 戸越駅より徒歩12分
池上線荏原中延駅より徒歩12分
東急バス戸越3丁目より徒歩7分
大崎高校の位置する戸越周辺は都心にほど近いロケーションでありながら、大きな公園や学校なども多く、駅前商店街も充実した閑静な住宅街です。
七階建て校舎の上階からは、東海道新幹線の全景や、羽田空港に向かう飛行機なども見渡せます。
本校から徒歩12分の「戸越銀座商店街」は、全国各地にある「銀座」の名がつく商店街のなかで最初にできたもので、いつも非常ににぎわっています。",https://www.metro.ed.jp/osaki-h/access/access.html
401210,大崎,osaki-he,"路線案内
大井町線 戸越公園駅より 徒歩4分
都営地下鉄浅草線 戸越駅より 徒歩12分
池上線 荏原中延駅より 徒歩12分
東急バス 戸越3丁目より 徒歩7分",https://www.metro.ed.jp/osaki-he/access/access.html
411010,大島,oshima-h,"路線案内
港よりバスで10分「大島高校前」下車
空港よりバスで5分「大島高校前」下車
港よりバスで10分「大島高校前」下車
島内での交通は、バス・タクシー・レンタカーがあります。
大島バス 「大島高校前」下車すぐ",https://www.metro.ed.jp/oshima-h/access/access.html
411010,大島,oshima-he,"港よりバスで10分「大島高校前」下車
空港よりバスで5分「大島高校前」下車
港よりバスで10分「大島高校前」下車
島内での交通は、バス・タクシー・レンタカーがあります。
大島バス 「大島高校前」下車すぐ",https://www.metro.ed.jp/oshima-he/access/access.html
401620,大田桜台,otasakuradai-h,"路線案内
都営浅草線「西馬込」駅西口より徒歩10分
東急バス07系統「稲荷坂」より徒歩7分
東急バス反01系統「立正大学付属立正中高前」より徒歩10分",https://www.metro.ed.jp/otasakuradai-h/access/access.html
404420,王子総合,oujisogo-h,"路線案内
都営三田線西巣鴨駅から徒歩6分
東京メトロ南北線・JR京浜東北線王子駅北口から徒歩13分
JR埼京線板橋駅東口から徒歩14分
都電荒川線西ヶ原4丁目駅から徒歩4分
JR山手線池袋駅東口からバス15分徒歩1分
数字は本校の最寄駅「西巣鴨」「王子」「板橋」への乗車時間の目安です。",https://www.metro.ed.jp/oujisogo-h/access/access.html
402530,芦花,roka-h,"路線案内
京王線 千歳烏山駅下車 徒歩約13分
小田急線 成城学園前駅より バス約12分（千歳船橋駅行）千歳中学校前下車徒歩2分
小田急線 成城学園前駅より バス約12分（千歳烏山駅南口行）榎北下車徒歩2分
小田急線 千歳船橋駅より
バス約7分（成城学園駅前行）千歳中学校前下車徒歩2分
バス約7分（千歳烏山行）芦花高校入口下車徒歩4分",https://www.metro.ed.jp/roka-h/access/access.html
401420,六本木,roppongi-he,"路線案内
日比谷線 六本木駅 出口1c から 約7分
大江戸線 麻布十番駅 出口7 から 約8分
大江戸線 六本木駅 出口3 から 約11分
南北線 麻布十番駅 出口4 から 約9分
駅から六本木高校までの経路を写真と音声でご案内しています。
日比谷線六本木駅から
大江戸線麻布十番駅から
大江戸線六本木駅から
南北線麻布十番駅から",https://www.metro.ed.jp/roppongi-he/access/access.html
406010,両国,ryogoku-h,"路線案内
JR「錦糸町駅」より 徒歩約5分
半蔵門線「錦糸町駅」より 徒歩約5分
都営新宿線「菊川駅」より 徒歩約10分
都営新宿線「住吉駅」より 徒歩約10分",https://www.metro.ed.jp/ryogoku-h/access/access.html
403010,鷺宮,saginomiya-h,"駅から3分！！ 抜群の交通アクセス
路線案内
西武新宿線「都立家政」駅下車3分
西武池袋線「中村橋」駅下車、関東バス阿佐ヶ谷行、荻窪行利用「鷺ノ宮駅前」下車8分
都営大江戸線利用「中井」駅乗換「都立家政」駅下車3分
JR「阿佐ヶ谷」駅・「荻窪」駅下車、関東バス「中村橋」行利用「鷺ノ宮駅前」下車8分
東京メトロ東西線利用「高田馬場」駅乗換「都立家政」駅下車3分",https://www.metro.ed.jp/saginomiya-h/access/access.html
402220,桜町,sakuramachi-h,"路線案内
東急田園都市線「桜新町駅」より徒歩9分、「用賀駅」より徒歩8分
東急バス停
「桜町高校前」（渋谷駅～二子玉川駅）
「用賀神社前」（田園調布駅～世田谷区民会館）（恵比寿駅～用賀駅）（成城学園前駅～等々力操車所）
「桜新町一丁目」（目黒駅～弦巻営業所）
「用賀」（祖師ヶ谷大蔵～用賀駅）",https://www.metro.ed.jp/sakuramachi-h/access/access.html
402220,桜町,sakuramachi-he,"路線案内
東急田園都市線 桜新町駅より徒歩11分
東急田園都市線 用賀駅より徒歩11分
バス
渋谷駅から二子玉川駅行きに乗り「桜町高校前」で下車
二子玉川駅から渋谷駅行きに乗り「桜町高校前」で下車",https://www.metro.ed.jp/sakuramachi-he/access/access.html
402410,世田谷泉,setagayaizumi-he,"路線案内
京王線「千歳烏山駅」下車徒歩15分（特急・急行・快速・各停）
【バス】
JR中央・総武線「吉祥寺駅」南口より小田急バス「吉02 千歳烏山駅北口」行き「 ときわ橋」または「昭和大学附属烏山病院」 下車徒歩 5 分
JR中央・総武線、メトロ丸の内線「荻窪駅」南口および京王井の頭線「高井戸駅」より関東バス「荻 58 北野」行き「 中給田」下車徒歩 5 分",https://www.metro.ed.jp/setagayaizumi-he/access/access.html
402420,世田谷総合,setagayasogo-h,"路線案内
東急田園都市線・大井町線ご利用の場合「二子玉川」駅下車
徒歩約15分
バス計・約９分（東急バス・小田急バス）
【成城学園前駅】【調布駅南口】【宇奈根一丁目】行き
「世田谷総合高校」バス停下車
小田急線ご利用の場合「成城学園前」駅下車
バス計・約1 9 分（東急バス・小田急バス）
【二子玉川駅】行き「世田谷総合高校」バス停下車",https://www.metro.ed.jp/setagayasogo-h/access/access.html
403210,石神井,shakujii-h,"西武新宿線「武蔵関」駅下車 北口 徒歩７分
JR 荻窪駅北口より
関東バス「武蔵関駅（荻32）」行き
バス停「武蔵関駅」下車 徒歩７分
JR 三鷹駅北口より
関東バス「武蔵関駅（鷹02）」行き
バス停「武蔵関駅」下車 徒歩７分
西武池袋線 大泉学園駅南口より
西武バス「吉祥寺駅（吉61/吉61-1）」行き
バス停「関町北四丁目」下車 徒歩６分
JR 吉祥寺駅北口より
西武バス「都民農園セコニック前（吉61）」行き
バス停「関町北四丁目」下車 徒歩６分",https://www.metro.ed.jp/shakujii-h/access/access.html
402060,新宿,shinjuku-h,"路線案内
JR線「新宿」駅：南口・東南口・甲州街道改札 徒歩4分
東京メトロ副都心線「新宿三丁目」駅 徒歩2分
東京メトロ丸の内線「新宿三丁目」駅 徒歩4分
都営新宿線「新宿三丁目」駅 徒歩4分
都営大江戸線・新宿線「新宿」駅 徒歩7分
京王線「新宿」駅 徒歩10分
小田急線「新宿」駅 徒歩10分
西武新宿線「西武新宿」駅 徒歩11分",https://www.metro.ed.jp/shinjuku-h/access/access.html
402520,新宿山吹,shinjukuyamabuki-h,"路線案内
東京メトロ有楽町線 江戸川橋駅 より徒歩10分
東京メトロ東西線
早稲田駅 より徒歩10分
神楽坂駅 より徒歩10分
都営バス 新宿西口3番乗場より、白61系統「練馬車庫」行き乗車「都立新宿山吹高校前」下車すぐ
都営地下鉄大江戸線 牛込柳町駅下車 より徒歩15分
都電荒川線 早稲田電停下車 より徒歩15分",https://www.metro.ed.jp/shinjukuyamabuki-h/access/access.html
405050,忍岡,shinobugaoka-h,"路線案内
JR総武線「浅草橋駅」西口より徒歩5分
都営地下鉄浅草線「浅草橋駅」A4出口より徒歩10分
都営地下鉄大江戸線・つくばエクスプレス「新御徒町駅」A4出口より徒歩10分
東京メトロ日比谷線「秋葉原駅」1番出口より徒歩12分
JR総武線「秋葉原駅」昭和通り口より徒歩13分",https://www.metro.ed.jp/shinobugaoka-h/access/access.html
406280,篠崎,shinozaki-h,"【バス】
都営新宿線 篠崎駅 3番のりば
【瑞江駅行き】【一之江行き】５分 『スポーツランド入口』バス停下車 徒歩5分
【江戸川スポーツランド行き】８分 『江戸川スポーツランド』バス停下車 徒歩2分
都営新宿線 瑞江駅
【小岩駅行き】【新小岩駅行き】７分 『スポーツランド入口』バス停下車 徒歩5分
都営新宿線 一之江駅
【小岩駅行き】【新小岩駅行き】15分 『スポーツランド入口』バス停下車 徒歩5分
JR総武線 小岩駅
【瑞江駅行き】【一之江行き】20分 『スポーツランド入口』バス停下車 徒歩5分
東京メトロ東西線 南行徳駅
【江戸川スポーツランド行き】20分 『江戸川スポーツランド』バス停下車 徒歩2分
都営新宿線 篠崎駅から自転車７分
東京メトロ東西線 妙典駅から自転車９分",https://www.metro.ed.jp/shinozaki-h/access/access.html
408040,昭和,showa-h,"路線案内
JR青梅線
東中神駅下車 徒歩8分
西立川駅下車 徒歩10分
駅から線路沿いを歩くと迷うことなく本校に着くことができます。",https://www.metro.ed.jp/showa-h/access/access.html
407510,翔陽,shoyo-h,"路線案内
JR中央線 高尾駅または京王線 高尾駅 南口下車
京王バス医療センター経由 館が丘団地行 約7分 医療センターにて下車 徒歩1分
「京王バス バスナビサイト」より高尾駅南口 時刻表（別ウインドウが開きます）",https://www.metro.ed.jp/shoyo-h/access/access.html
401610,芝商業,sibasyogyo-h,"路線案内
浜松町駅 （山手線・京浜東北線・東京モノレール）北口 ： 徒歩５分
大門駅 （都営地下鉄浅草線・大江戸線）Ｂ１出口 ： 徒歩５分
竹芝駅 （ゆりかもめ） ： 徒歩５分
御成門駅 （都営地下鉄三田線）Ａ２出口 ： 徒歩１５分
浜松町駅から学校までの道のり
ＪＲ浜松町駅北口を出てすぐ右（竹芝桟橋方面）に進みます。
東海道線や新幹線の高架下をくぐり抜けると、左前方にブルーのタイル壁の校舎が見えます。",https://www.metro.ed.jp/sibasyogyo-h/access/access.html
402940,総合芸術,sogo-geijutsu-h,"路線案内
最寄り駅からの経路
東京メトロ丸ノ内線「新宿御苑前駅」下車、大木戸門口（２番出口）より徒歩１１分
都営地下鉄新宿線「曙橋駅」下車、Ａ２口より徒歩９分
東京メトロ副都心線・丸ノ内線、都営地下鉄新宿線「新宿三丁目駅」下車、Ｃ７口又はＥ３口より徒歩１５分
都営地下鉄大江戸線「若松河田駅」下車、河田口より徒歩１２分
都営地下鉄大江戸線、東京メトロ副都心線「東新宿駅」下車、Ａ２口より徒歩１５分
ＪＲ線「新宿駅」下車、東口より徒歩２０分
都バス ＪＲ新宿駅西口バスターミナルより練馬車庫行約５分
「花園町」または「市ヶ谷富久町」下車、徒歩３分
ＪＲ新宿駅は、工事中のため都バス乗り場は、都度ご確認ください。
西武新宿線「西武新宿駅」下車、徒歩２０分 または都バス「歌舞伎町」より
練馬車庫行約４分「花園町」または「市ヶ谷富久町」下車、徒歩３分",https://www.metro.ed.jp/sogo-geijutsu-h/access/access.html
402750,総合工科,sogokoka-h,"路線案内
小田急線 成城学園前駅よりバスで約７分（徒歩約15分）
バス
成城学園前駅西口から
千歳烏山駅北口、千歳烏山駅南口、千歳船橋駅、狛江営業所、狛江駅北口行きに乗り 「都立総合工科高校前」 で下車
千歳烏山駅南口から
成城学園前駅西口行きに乗り 「都立総合工科高校前」 で下車
仙川駅入口から
成城学園前駅西口行きに乗り 「南入間町」 で下車",https://www.metro.ed.jp/sogokoka-h/access/access.html
402750,総合工科,sogokoka-he,"路線案内
小田急線 成城学園前駅よりバスで約７分（徒歩約15分）
バス
成城学園前駅西口から
千歳烏山駅北口、千歳烏山駅南口、千歳船橋駅、狛江営業所、狛江駅北口行きに乗り 「都立総合工科高校前」 で下車
千歳烏山駅南口から
成城学園前駅西口行きに乗り 「都立総合工科高校前」 で下車
仙川駅入口から
成城学園前駅西口行きに乗り 「南入間町」 で下車",https://www.metro.ed.jp/sogokoka-he/access/access.html
403070,杉並,suginami-h,"路線案内
JR中央線 阿佐ヶ谷駅より徒歩15分
東京メトロ丸の内線 南阿佐ヶ谷駅より徒歩７分
関東バス、西武バス 都税事務所前 バス停より徒歩７分",https://www.metro.ed.jp/suginami-h/access/access.html
403720,杉並工科,suginamikoka-h,"路線案内
西武新宿線をご利用の方
上石神井駅 南口より徒歩20分
上井草駅 南口より徒歩15分
荻窪駅 関東バス(荻32 武蔵関駅行,荻34 北裏行,荻36 南善福寺行) 「八幡宮裏」降車後 徒歩5分
西荻窪駅 関東バス(西50 井荻駅行)「今川三丁目」降車後 徒歩3分",https://www.metro.ed.jp/suginamikoka-h/access/access.html
403410,杉並総合,suginamisogo-h,"路線案内
井の頭線「浜田山」駅・・・徒歩約10分
京王線「上北沢」駅・・・徒歩約12分",https://www.metro.ed.jp/suginamisogo-h/access/access.html
406020,墨田川,sumidagawa-h,"最寄り駅からの通学時間
東武線スカイツリーライン 東向島駅下車 徒歩6分
東武亀戸線 曳舟駅下車 徒歩8分
京成押上線 京成曳舟駅下車 徒歩10分",https://www.metro.ed.jp/sumidagawa-h/access/access.html
406730,墨田工科,sumidakoka-h,"路線案内
駅からの所要時間
都営新宿線「菊川駅」下車 徒歩5分
東京メトロ半蔵門線「清澄白河駅」下車 徒歩15分
東西線「木場駅」より都営バス「森下5丁目」下車",https://www.metro.ed.jp/sumidakoka-h/access/access.html
406730,墨田工科,sumidakoka-he,"路線案内
新宿駅より都営新宿線20分「菊川駅」下車徒歩5分
半蔵門線／大江戸線「清澄白河駅」より徒歩15分
東西線「木場駅」より都営バス「森下5丁目」下車",https://www.metro.ed.jp/sumidakoka-he/access/access.html
408030,砂川,sunagawa-hc,多摩モノレール 泉体育館駅から徒歩３分,https://www.metro.ed.jp/sunagawa-hc/access/access.html
408030,砂川,sunagawa-he,多摩モノレール 泉体育館駅から徒歩３分,https://www.metro.ed.jp/sunagawa-he/access/access.html
406910,橘,tachibana-h,"路線案内
東武亀戸線 東あずま駅 徒歩3分
JR総武線 平井駅 徒歩12分",https://www.metro.ed.jp/tachibana-h/access/access.html
406910,橘,tachibana-he,"路線案内
東武亀戸線東あずま駅下車、徒歩４分
ＪＲ総武線平井駅下車、徒歩１３分",https://www.metro.ed.jp/tachibana-he/access/access.html
408430,立川緑,tachikawamidori-he,【主要駅から最寄り駅までの所要時間】,https://www.metro.ed.jp/tachikawamidori-he/access/access.html
403280,田柄,tagara-h,"路線案内
都営地下鉄大江戸線「光が丘」駅より徒歩13分
東京メトロ有楽町線・副都心線 地下鉄「赤塚」駅より徒歩18分
東武鉄道東上線 「下赤塚」駅より徒歩18分
バス
西武バス練47系統 成増駅南口～練馬駅北口「田柄高校」下車、徒歩0分
国際興業バス光01・02・03系統 光が丘駅～平和台駅～池袋駅東口「光が丘秋の陽小学校」下車、徒歩3分
みどりバス北町ルート 光が丘駅～東武練馬駅「田柄高校北」下車、徒歩3分",https://www.metro.ed.jp/tagara-h/access/access.html
404260,高島,takashima-h,"路線案内
鉄道路線
都営三田線 新高島平駅 徒歩7分
（新高島平駅まで）
都営三田線巣鴨駅から約20分
JR山手線池袋駅から約32分
JR山手線新宿駅から約38分
JR山手線上野駅から約40分
バス路線
【成増駅北口発】
高01 高島平操車場行 高島高校下車 至近
増17 高島平操車場行 高島高校下車 至近
赤02 赤羽駅西口行 四葉町下車 徒歩12分
東練01 浮間舟渡行 高島平警察署下車 徒歩9分
下赤03 高島平操車場行 高島平警察署下車 徒歩9分
赤02 成増駅北口行 四葉町下車 徒歩12分
東練01 東武練馬行 高島平警察署下車 徒歩9分",https://www.metro.ed.jp/takashima-h/access/access.html
404010,竹早,takehaya-h,"路線案内
東京メトロ丸ノ内線「茗荷谷駅」1番出口から徒歩10分
東京メトロ丸ノ内線/東京メトロ南北線「後楽園駅」4b出口から徒歩12分
都営三田線/都営大江戸線「春日駅」6番出口から徒歩13分
バス
都バス 都02系統(大塚駅前～御徒町駅前～錦糸町駅前)「春日二丁目バス停」下車すぐ",https://www.metro.ed.jp/takehaya-h/access/access.html
405070,竹台,takenodai-h,"JR鶯谷駅徒歩6分
JR、京成、日暮里・舎人ライナー日暮里駅徒歩8分
JR三河島駅徒歩13分
東京メトロ日比谷線入谷駅徒歩13分
都バス（都08）日暮里駅前←→錦糸町駅前 東日暮里五丁目 徒歩3分
都バス（里22）日暮里駅前←→亀戸駅前 東日暮里五丁目 徒歩3分
都バス（草41）足立梅田町←→浅草寿町 東日暮里四丁目 徒歩2分
台東区循環バス「北めぐりん」 入谷区民館根岸分館（書道博物館） 徒歩1分",https://www.metro.ed.jp/takenodai-h/access/access.html
408210,多摩,tama-h,"路線案内
JR青梅線 青梅駅下車・・・徒歩 15分
青梅駅前より都営バス
「裏宿町」行き 「多摩高校前」下車 徒歩1分
「青梅車庫」行き 「青梅車庫」下車 徒歩4分",https://www.metro.ed.jp/tama-h/access/access.html
409730,多摩科学技術,tamakagakugijutsu-h,"路線案内
JR中央線 武蔵小金井駅南口より徒歩10分",https://www.metro.ed.jp/tamakagakugijutsu-h/access/access.html
408710,多摩工科,tamakoka-h,"路線案内
拝島駅（JR線・西武拝島線）より徒歩10分
【 拝島駅までの所要時間 】
◎ＪＲ青梅線 立川駅から 約13分
青梅駅から 約16分
◎西武拝島線 小平駅から 約20分
◎ＪＲ八高線 八王子駅から 約12分
◎ＪＲ五日市線 武蔵五日市駅から 約16分",https://www.metro.ed.jp/tamakoka-h/access/access.html
409070,田無,tanashi-h,"路線案内
西武新宿線 田無駅南口より徒歩18分
西武新宿線 田無駅北口より
はなバス「向台循環」または「東伏見駅南口」行き
「市民公園前」下車 徒歩5分または「上向台市民集会所」下車 徒歩2分
JR中央線 武蔵境駅北口より
関東バス（境15）「向台町五丁目」行き 終点下車 徒歩4分
関東バス（境17）「ヴィーガーデン西東京」行き
「武蔵野徳洲会病院」下車 徒歩８分
JR中央線 吉祥寺駅北口より
関東バス（吉73）「向台町五丁目」行き 終点下車 徒歩４分
関東バス（吉75）「ヴィーガーデン西東京」行き
「武蔵野徳洲会病院」下車 徒歩８分",https://www.metro.ed.jp/tanashi-h/access/access.html
409720,田無工科,tanashikoka-h,"路線案内
西武新宿線
田無駅 または 西武柳沢駅 から徒歩18分
JR中央線 → バス（西武バス、関東バス）
西武バス 最寄りのバス停『至誠学舎東京前』
武蔵境駅北口から ひばりヶ丘駅行バス 8分 『至誠学舎東京前』下車 徒歩7分
関東バス 最寄りのバス停『武蔵野大学』
武蔵境駅北口から 三鷹駅 または 武蔵野営業所行バス 8分
三鷹駅北口から 武蔵境駅、ヴィーガーデン西東京 または 武蔵小金井駅行バス 15分
吉祥寺駅北口から 向台町五丁目、ヴィーガーデン西東京（※土曜運休）、関前西公園
または 桜堤団地行バス 20分
上記のバスに乗って『武蔵野大学』下車 徒歩5分",https://www.metro.ed.jp/tanashikoka-h/access/access.html
404040,豊島,toshima-h,"路線案内
東京メトロ有楽町線・副都心線 小竹向原4番出口徒歩8分 または千川駅1番出口から徒歩8分
西武池袋線 江古田駅北口（日大芸術学部）から徒歩12分",https://www.metro.ed.jp/toshima-h/access/access.html
404040,豊島,toshima-he,"路線案内
東京メトロ有楽町線・副都心線 小竹向原4番出口徒歩7分
東京メトロ有楽町線・副都心線 千川駅1番出口から徒歩8分
西武池袋線 江古田駅北口（日大芸術学部）から徒歩14分",https://www.metro.ed.jp/toshima-he/access/access.html
402010,戸山,toyama-h,"路線案内
東京メトロ副都心線「西早稲田」駅下車 出口3より 徒歩1分
JR山手線、西武新宿線、東京メトロ東西線「高田馬場」駅下車 徒歩12分
高田馬場駅前から都バス「高７１ 九段下行き」に乗車 「学習院戸山キャンパス前」下車すぐ
池袋駅東口から都バス「池８６ 渋谷駅東口行き」に乗車 「学習院戸山キャンパス前」下車すぐ
新宿駅西口から都バス「早７７ 早稲田行き」に乗車 「学習院戸山キャンパス前」下車すぐ
都営大江戸線「東新宿」駅下車 徒歩13分",https://www.metro.ed.jp/toyama-h/access/access.html
403060,豊多摩,toyotama-h,路線案内,https://www.metro.ed.jp/toyotama-h/access/access.html
401410,つばさ総合,tsubasasogo-h,"路線案内
京浜急行空港線「大鳥居」駅より 7~8分（下図の赤矢印か緑色の矢印のルートから）
JR・東急 蒲田駅からは東口の京急バスで3番乗り場から『蒲40・41・42・43・45』系統（行先 羽田空港など）に乗車し、「萩中公園前」・「羽田特別出張所」下車で徒歩5～6分",https://www.metro.ed.jp/tsubasasogo-h/access/access.html
405060,上野,ueno-h,"路線案内
JR山手線/京浜東北線・上野駅公園改札より 徒歩13分
東京メトロ千代田線・根津駅より 徒歩6分
東京メトロ銀座線/日比谷線・上野駅より 徒歩13分
JR線/京成線/舎人ライナー・日暮里駅より 徒歩13分
京成線・京成上野駅より 徒歩13分",https://www.metro.ed.jp/ueno-h/access/access.html
410410,若葉総合,wakabasogo-h,"「京王相模原線「若葉台駅」から徒歩10 分」
「小田急線「黒川駅」から徒歩15 分」
【主な駅からの時間】
※ 表示時間は各主要駅から最寄駅までの朝の時間帯の所要時間の目安です",https://www.metro.ed.jp/wakabasogo-h/access/access.html
401240,雪谷,yukigaya-h,"路線案内
東急池上線御嶽山（おんたけさん）駅より徒歩8分
【バスの場合】
東急東横線「田園調布」駅から東急バス「蒲田駅行（蒲12系統）」
→「雪谷文化センター」下車 徒歩5分
JR京浜東北線「大森」駅から東急バス「洗足池行（森05系統）」
→「久が原出世観音」下車 徒歩7分",https://www.metro.ed.jp/yukigaya-h/access/access.html
